id,text,entities
7096,"The balls were released and the fourteen players shot upwards. Out of the corner of his eye Harry saw Ron streak off towards the goalhoops. Harry zoomed higher, dodging a Bludger, and set off on a wide lap of the pitch, gazing around for a glint of gold; on the other side of the stadium, Draco Malfoy was doing exactly the same.",[]
13169,"Harry nodded. A kind of numbness and a sense of complete unreality were upon him, but he did not care; he was even glad of it. He didn't want to have to think about anything that had happened since he had first touched the Triwizard Cup. He didn't want to have to examine the memories, fresh and sharp as photographs, which kept flashing across his mind. Mad-Eye Moody, inside the trunk. Wormtail, slumped on the ground, cradling his stump of an arm. Voldemort, rising from the steaming cauldron. Cedric…dead…Cedric, asking to be returned to his parents.…",[]
4002,"It was Filch speaking to Mrs. Norris. Horror-struck, Harry waved madly at the other three to follow him as quickly as possible; they scurried silently toward the door, away from Filch’s voice. Neville’s robes had barely whipped round the corner when they heard Filch enter the trophy room.",[]
10875,"Staring around the room, trying to think of a kind of misfortune he hadn't yet used, Harry saw Fred and George sitting together against the opposite wall, heads together, quills out, poring over a single piece of parchment. It was most unusual to see Fred and George hidden away in a corner and working silently; they usually liked to be in the thick of things and the noisy center of attention. There was something secretive about the way they were working on the piece of parchment, and Harry was reminded of how they had sat together writing something back at the Burrow. He had thought then that it was another order form for Weasleys' Wizard Wheezes, but it didn't look like that this time; if it had been, they would surely have let Lee Jordan in on the joke. He wondered whether it had anything to do with entering the Triwizard Tournament.",[]
15842,"Back outside on the marble steps, they all separated. Percy muttered vaguely about needing a new quill. Fred and George had spotted their friend from Hogwarts, Lee Jordan. Mrs. Weasley and Ginny were going to a secondhand robe shop. Mr. Weasley was insisting on taking the Grangers off to the Leaky Cauldron for a drink.",[]
8780,"'I won' be kept outta the Fores' by a bunch o' old mules like yeh!' said Hagrid loudly. 'Hagrid,' said Hermione in a high-pitched and terrified voice, as both Bane and the grey centaur pawed at the ground, 'let's go, please let's go!'",[]
14807,"‘Mr Padfoot would like to register his astonishment that an idiot like that ever became a Professor.’ Harry closed his eyes in horror. When he’d opened them, the map had had its last word. ‘Mr Wormtail bids Professor Snape good day, and advises him to wash his hair, the slimeball.’",[]
8666,"Hermione said nothing at all for the rest of the lesson, but Harry had a shrewd suspicion that her self-restraint was bound to crack before long. Sure enough, once they had left the castle for break and were standing around in the weak May sunshine, she fixed Harry with a beady eye and opened her mouth with a determined air.",[]
12750,"Everything Harry had seen in the Pensieve, nearly everything Dumbledore had told and shown him afterward, he had now shared with Ron and Hermione - and, of course, with Sirius, to whom Harry had sent an owl the moment he had left Dumbledore's office. Harry, Ron, and Hermione sat up late in the common room once again that night, talking it all over until Harry's mind was reeling, until he understood what Dumbledore had meant about a head becoming so full of thoughts that it would have been a relief to siphon them off.",[]
10019,"“Right then, George,” said Mr. Weasley, “you and the trunk.” Harry helped George carry the trunk forward into the flames and turn it onto its end so that he could hold it better. Then, with a second whoosh, George had cried “the Burrow!” and vanished too.",[]
7058,"'You know what these remind me of?' 'No, what's that?' The Death Eaters' scars. Voldemort touches one of them, and all their scars burn, and they know they've got to join him.' 'Well… yes,' said Hermione quietly, 'that is where I got the idea • •. but you'll notice I decided to engrave the date on bits of metal rather than on our members' skin.'",[]
15453,He squeezed Buckbeak’s sides with his heels. Harry and Hermione jumped back as the enormous wings rose once more … the Hippogriff took off into the air … he and his rider became smaller and smaller as Harry gazed after them … then a cloud drifted across the moon … they were gone.,[]
11075,"As they neared Hagrid's cabin on the edge of the Forbidden Forest, the mystery of the Beauxbatons' sleeping quarters was solved. The gigantic powder-blue carriage in which they had arrived had been parked two hundred yards from Hagrid's front door, and the students were climbing back inside it. The elephantine flying horses that had pulled the carriage were now grazing in a makeshift paddock alongside it.",[]
17013,"“Right,” said Professor McGonagall, whose nostrils were flared, “that’s got him out from under our feet. The Heads of Houses should go and inform their students what has happened. Tell them the Hogwarts Express will take them home first thing tomorrow. Will the rest of you please make sure no students have been left outside their dormitories.”",[]
16537,"The castle was darker than it usually was in daytime because of the thick, swirling gray snow at every window. Shivering, Harry walked past classrooms where lessons were taking place, catching snatches of what was happening within. Professor McGonagall was shouting at someone who, by the sound of it, had turned his friend into a badger. Resisting the urge to take a look, Harry walked on by, thinking that Justin might be using his free time to catch up on some work, and deciding to check the library first.",[]
10451,"“You've been caught red-handed, elf!” Mr. Diggory roared. “Caught with the guilty wand in your hand!” “Amos,” said Mr. Weasley loudly, “think about it…precious few wizards know how to do that spell.…Where would she have learned it?” “Perhaps Amos is suggesting,” said Mr. Crouch, cold anger in every syllable, “that I routinely teach my servants to conjure the Dark Mark?”",[]
12586,"Sirius sent their owl back the very next morning. It fluttered down beside Harry at the same moment that a tawny owl landed in front of Hermione, clutching a copy of the Daily Prophet in its beak. She took the newspaper, scanned the first few pages, said, “Ha! She hasn't got wind of Crouch!” then joined Ron and Harry in reading what Sirius had to say on the mysterious events of the night before last.",[]
14685,"Madam Hooch’s whistle sounded, Harry turned around in midair and saw six scarlet blurs bearing down on him. Next moment, the whole team were hugging him so hard he was nearly pulled off his broom. Down below he could hear the roars of the Gryffindors in the crowd.",[]
11090,"“Eh?” said Hagrid, turning around with a large bottle in his hand. “Don' yeh like it?” “Is that aftershave?” said Hermione in a slightly choked voice. “Er - eau de cologne,” Hagrid muttered. He was blushing. “Maybe it's a bit much,” he said gruffly. “I'll go take it off, hang on…”",[]
11597,"Rita acted as though she hadn't heard what Hagrid had said. “What are these fascinating creatures called?” she asked, beaming still more widely. “Blast-Ended Skrewts,” grunted Hagrid. “Really?” said Rita, apparently full of lively interest. “I've never heard of them before…where do they come from?”",[]
11617,"“Okay,” Harry said, starting off back down the corridor with Hermione, Ron hurrying to keep up. “Oh don't mind me!” the Fat Lady called irritably after them. “Don't apologize for bothering me! I'll just hang here, wide open, until you get back, shall I?”",[]
2222,"“And now for the very last recollection I have to show you, at least until you manage to retrieve Professor Slughorn’s memory for us. Ten years separates Hokey’s memory and this one, ten years during which we can only guess at what Lord Voldemort was doing. . . .” Harry got to his feet once more as Dumbledore emptied the last memory into the Pensieve.",[]
14777,"Crabbe blundered forwards, his long arms outstretched like a zombie. Harry dodged around him, picked up a stick, and lobbed it at Crabbe’s back. Harry doubled up with silent laughter as Crabbe did a kind of pirouette in mid-air, trying to see who had thrown it. As Ron was the only person Crabbe could see, it was Ron he started towards, but Harry stuck out his leg. Crabbe stumbled – and his huge, flat foot caught the hem of Harry’s Cloak. Harry felt a great tug, then the Cloak slid off his face.",[]
7473,"'No,' said Dumbledore, Tloo powder is not safe at the moment, the Network is being watched. You will be taking a Portkey.' He indicated the old kettle lying innocently on his desk. 'We are just waiting for Phineas Nigellus to report back… I want to be sure that the coast is clear before sending you -'",[]
2710,"He hurried out of the common room and along the seventh floor as fast as he could, passing nobody but Peeves, who swooped past in the opposite direction, throwing bits of chalk at Harry in a routine sort of way and cackling loudly as he dodged Harry’s defensive jinx. Once Peeves had vanished, there was silence in the corridors; with only fifteen minutes left until curfew, most people had already returned to their common rooms.",[]
1886,"Slowly, Slughorn moved around the room, examining the various antidotes. Nobody had finished the task, although Hermione was trying to cram a few more ingredients into her bottle before Slughorn reached her. Ron had given up completely, and was merely trying to avoid breathing in the putrid fumes issuing from his cauldron. Harry stood there waiting, the bezoar clutched in a slightly sweaty hand.",[]
12480,"No one spoke for a moment. Then - “Maze,” grunted Krum. “That's right!” said Bagman. “A maze. The third task's really very straightforward. The Triwizard Cup will be placed in the center of the maze. The first champion to touch it will receive full marks.”",[]
12418,"Winky's eyelids drooped and suddenly, without warning, she slid off her stool into the hearth, snoring loudly. The empty bottle of butterbeer rolled away across the stone-flagged floor. Half a dozen house-elves came hurrying forward, looking disgusted. One of them picked up the bottle; the others covered Winky with a large checked tablecloth and tucked the ends in neatly, hiding her from view.",[]
5991,"Professor Umbridge paused here and made a little bow to her fellow staff members, none of whom bowed back to her. Professor McGonagall's dark eyebrows had contracted so that she looked positively hawklike, and Harry distinctly saw her exchange a significant glance with Professor Sprout as Umbridge gave another little 'hem, hem' and went on with her speech.",[]
11984,"“Who cares if Diggory's getting help?” said Ron. Harry privately agreed. “Those goblins didn't look very friendly,” said Hermione, sipping her butterbeer. “What were they doing here?” “Looking for Crouch, according to Bagman,” said Harry. “He's still ill. Hasn't been into work.”",[]
16218,"They had barely turned around, however, when a little man swooped suddenly from under the table and came to a halt in midair before them. “Hello, Peeves,” said Harry cautiously. Unlike the ghosts around them, Peeves the Poltergeist was the very reverse of pale and transparent. He was wearing a bright orange party hat, a revolving bow tie, and a broad grin on his wide, wicked face.",[]
14957,"‘Does that mean the appeal’s already happened?’ Ron interrupted, stepping forwards. ‘No, no, it’s scheduled for this afternoon,’ said Fudge, looking curiously at Ron. ‘Then you might not have to witness an execution at all!’ said Ron stoutly. ‘The Hippogriff might get off!’",[]
2438,"The three of them stepped out into the back garden. The moon was glistening palely through the trees now, and its rays mingled with the light spilling from Hagrid’s window to illuminate Aragogs body lying on the edge of a massive pit beside a tenfoot- high mound of freshly dug earth.",[]
13591,"‘Hang on,’ blurted Harry, ‘what about my punishment?’ Fudge blinked. ‘Punishment?’ ‘I broke the law!’ Harry said. ‘The Decree for the Restriction of Underage Wizardry!’ ‘Oh, my dear boy, we’re not going to punish you for a little thing like that!’ cried Fudge, waving his crumpet impatiently. ‘It was an accident! We don’t send people to Azkaban just for blowing up their aunts!’",[]
12758,"Harry and Ron went slowly upstairs to their dormitory. As Harry pulled on his pajamas, he looked over at Neville's bed. True to his word to Dumbledore, he had not told Ron and Hermione about Neville's parents. As Harry took off his glasses and climbed into his four-poster, he imagined how it must feel to have parents still living but unable to recognize you. He often got sympathy from strangers for being an orphan, but as he listened to Neville's snores, he thought that Neville deserved it more than he did. Lying in the darkness, Harry felt a rush of anger and hate toward the people who had tortured Mr. and Mrs. Longbottom.…He remembered the jeers of the crowd as Crouch's son and his companions had been dragged from the court by the dementors.…He understood how they had felt.…Then he remembered the milk-white face of the screaming boy and realized with a jolt that he had died a year later.…",[]
5849,"He dumped the toad into Harry's lap and took a quill from his schoolbag. Luna Lovegood's popping eyes appeared over the top of her upside-down magazine again, to watch what Neville was doing. Neville held the Mimbulus mimbletonia up to his eyes, his tongue between his teeth, chose his spot, and gave the plant a sharp prod with the tip of his quill.",[]
5495,"'Wand,' grunted the security wizard at Harry, putting down the golden instrument and holding out his hand.",[]
2202,"She hooked the cup back off Voldemort’s long forefinger and restored it gently to its box, too intent upon settling it carefully back into position to notice the shadow that crossed Voldemort’s face as the cup was taken away. “Now then,” said Hepzibah happily, “where’s Hokey? Oh yes, there you are — take that away now, Hokey.”",[]
7886,"'Oh, come on, Ron!' said Hermione shakily. 'I don't think anyone could put Devils Snare in a pot and not realise it tries to kill whoever touches it? This - this was murder… a clever murder, as well… if the plant was sent anonymously, how's anyone ever going to find out who did it?'",[]
9553,"'Sirius told me you felt Voldemort awake inside you the very night that you had the vision of Arthur Weasley's attack. I knew at once that my worst fears were correct: Voldemort had realised he could use you. In an attempt to arm you against Voldemort's assaults on your mind, I arranged Occlumency lessons with Professor Snape.'",[]
10842,"Harry had been picturing his parents' deaths over and over again for three years now, ever since he'd found out they had been murdered, ever since he'd found out what had happened that night: Wormtail had betrayed his parents' whereabouts to Voldemort, who had come to find them at their cottage. How Voldemort had killed Harry's father first. How James Potter had tried to hold him off, while he shouted at his wife to take Harry and run…Voldemort had advanced on Lily Potter, told her to move aside so that he could kill Harry…how she had begged him to kill her instead, refused to stop shielding her son…and so Voldemort had murdered her too, before turning his wand on Harry.…",[]
1515,"“For the last time,” said Harry, speaking in a slightly hoarse tone after threequarters of an ho u r of silence, “I am not giving back this book . I’ve learned more from the Halfblood p rince than Snape or Slughorn have taught me in–“",[]
17218,"“Well, you see, Lucius,” said Dumbledore, smiling serenely, “the other eleven governors contacted me today. It was something like being caught in a hailstorm of owls, to tell the truth. They’d heard that Arthur Weasleys daughter had been killed and wanted me back here at once. They seemed to think I was the best man for the job after all. Very strange tales they told me, too…Several of them seemed to think that you had threatened to curse their families if they didn’t agree to suspend me in the first place.”",[]
7532,"Harry thought how absurd it was for Tonks to expect the dummy to hear her talking so quietly through a sheet of glass, with buses rumbling along behind her and all the racket of a street full of shoppers. Then he reminded himself that dummies couldn't hear anyway. Next second, his mouth opened in shock as the dummy gave a tiny nod and beckoned with its jointed finger, and Tonks had seized Ginny and Mrs. Weasley by. the elbows, stepped right through the glass and vanished.",[]
9448,"`Potter, you cannot win against me!' she cried. He could hear her moving to the right, trying to get a clear shot of him. He backed around the statue away from her, crouching behind the centaur's legs, his head level with the house-elf's.",[]
13325,"“Good-bye, 'Arry,” said Fleur, turning to go. “It 'az been a pleasure meeting you!” Harry's spirits couldn't help but lift slightly as he watched Fleur hurry back across the lawns to Madame Maxime, her silvery hair rippling in the sunlight.",[]
11149,"“I quite agree, Madame Maxime,” said Karkaroff, bowing to her. “I shall be lodging complaints with the Ministry of Magic and the International Confederation of Wizards -” “If anyone's got reason to complain, it's Potter,” growled Moody, “but…funny thing…I don't hear him saying a word…”",[]
9629,"`The prophecy's smashed,' Harry said blankly. `I was pulling Neville up those benches in the - the room where the archway was, and I ripped his robes and it fell …' `The thing that smashed was merely the record of the prophecy kept by the Department of Mysteries. But the prophecy was made to somebody, and that person has the means of recalling it perfectly'",[]
11042,"“An Age Line!” Fred Weasley said, his eyes glinting, as they all made their way across the Hall to the doors into the entrance hall. “Well, that should be fooled by an Aging Potion, shouldn't it? And once your name's in that goblet, you're laughing - it can't tell whether you're seventeen or not!”",[]
1140,"“Harry, Harry, just the man I was hoping to see!” he boomed genially, twiddling the ends of his walrus mustache and puffing out his enormous belly, “I was hoping to catch you before dinner! What do you say to a spot of supper tonight in my rooms instead? We’re having a little party, just a few rising stars, I’ve got McLaggen coming and Zabini, the charming Melinda Bobbin — I don’t know whether you know her? Her family owns a large chain of apothecaries — and, of course, I hope very much that Miss Granger will favor me by coming too.”",[]
11280,"“Of course, you've looked death in the face before, haven't you?” said Rita Skeeter, watching him closely. “How would you say that's affected you?” “Er,” said Harry, yet again. “Do you think that the trauma in your past might have made you keen to prove yourself? To live up to your name? Do you think that perhaps you were tempted to enter the Triwizard Tournament because -”",[]
5202,"'Oh,' said Mrs. Weasley, 'I thought it might have been Kreacher, he keeps doing odd things like that. Now don't forget to keep your voices down in the hall. Ginny, your hands are filthy, what have you been doing? Go and wash them before dinner, please.'",[]
1649,"“But,” said Harry, “just say — just say Dumbledores wrong about Snape —” “People have said it, many times. It comes down to whether or not you trust Dumbledore’s judgment. I do; therefore, I trust Severus.” “But Dumbledore can make mistakes,” argued Harry. “He says it himself. And you” — he looked Lupin straight in the eye — “do you honestly like Snape?”",[]
16870,"“Hurry up, I’ve got to take you all to Herbology,” barked Snape over the class’s heads, and off they marched, with Harry, Ron, and Dean bringing up the rear, Ron still trying to get loose. It was only safe to let go of him when Snape had seen them out of the castle and they were making their way across the vegetable patch toward the greenhouses.",[]
12045,"“I got told off for going in there.” said Harry, which was half-true; Percy had once caught him coming out of Myrtles bathroom. “I thought I'd better not come back after that.” “Oh…I see…” said Myrtle, picking at a spot on her chin in a morose sort of way. “Well…anyway…I'd try the egg in the water. That's what Cedric Diggory did.”",[]
17178,"“Urgh!” said Ron as they left the bathroom for the dark, deserted corridor outside. “Harry! I think Myrtle’s grown fond of you! You’ve got competition, Ginny!” But tears were still flooding silently down Ginny’s face. “Where now?” said Ron, with an anxious look at Ginny. Harry pointed.",[]
11956,"He, Ron, and Hermione left the castle together on Saturday and set off through the cold, wet grounds toward the gates. As they passed the Durmstrang ship moored in the lake, they saw Viktor Krum emerge onto the deck, dressed in nothing but swimming trunks. He was very skinny indeed, but apparently a lot tougher than he looked, because he climbed up onto the side of the ship, stretched out his arms, and dived, right into the lake.",[]
9578,"`Don't you blame - don't you - talk - about Sirius like -' Harry's breath was constricted, he could not get the words out properly; but the rage that had subsided briefly flared in him again: he would not let Dumbledore criticise Sirius. `Kreacher's a lying - foul - he deserved -",[]
7610,"Everybody else spent the following morning putting up Christmas decorations. Harry could not remember Sirius ever being in such a good mood; he was actually singing carols, apparently delighted that he was to have company over Christmas. Harry could hear his voice echoing up through the floor in the cold drawing room where he was sitting alone, watching the sky growing whiter outside the windows, threatening snow, all the time feeling a savage pleasure that he was giving the others the opportunity to keep talking about him, as they were bound to be doing. When he heard Mrs. Weasley calling his name softly up the stairs around lunchtime, he retreated further upstairs and ignored her.",[]
1518,"“They didn’t have the potions with them in the bathroom,” said Hermione scornfully, “They were just discussing tactics. As I doubt the Halfblood prince” she gave the book another scornful look “could dream up an antidote for a dozen different love potions at once, I’d just invite someone to go with you, that’ll stop all the others thinking they’ve still got a chance. It’s tomor r ow night, they’re getting desperate.”",[]
3957,"Harry saw, as though in slow motion, the ball rise up in the air and then start to fall. He leaned forward and pointed his broom handle down — next second he was gathering speed in a steep dive, racing the ball — wind whistled in his ears, mingled with the screams of people watching — he stretched out his hand — a foot from the ground he caught it, just in time to pull his broom straight, and he toppled gently onto the grass with the Remembrall clutched safely in his fist.",[]
12194,"Harry's doubts vanished. Jumping to his feet he pulled off the Invisibility Cloak, stuffed it into his bag, grabbed the gillyweed, and put it into his pocket, then tore out of the library with Dobby at his heels. “Dobby is supposed to be in the kitchens, sir!” Dobby squealed as they burst into the corridor. “Dobby will be missed - good luck, Harry Potter, sir, good luck!”",[]
7049,"They argued all the way back to the common room, but Harry was not listening to them. He had one eye on the Marauder's Map, but he was also thinking of Cho saying he made her nervous.",[]
15615,"“But why don’t you leave? Escape?” “A house-elf must be set free, sir. And the family will never set Dobby free…Dobby will serve the family until he dies, sir.…” Harry stared. “And I thought I had it bad staying here for another four weeks,” he said. “This makes the Dursleys sound almost human. Can’t anyone help you? Can’t I?”",[]
14666,"They walked out onto the pitch to tumultuous applause. The Ravenclaw team, dressed in blue, were already standing in the middle of the pitch. Their Seeker, Cho Chang, was the only girl in their team. She was shorter than Harry by about a head, and Harry couldn’t help noticing, nervous as he was, that she was extremely pretty. She smiled at Harry as the teams faced each other behind their captains, and he felt a slight jolt in the region of his stomach that he didn’t think had anything to do with nerves.",[]
8021,"Neville left his sentence hanging and returned to his baked potato. Seamus looked up, but when he caught Harrys eye he looked quickly back at his plate again. After a while, Dean, Seamus and Neville departed for the common room, leaving Harry and Hermione at the table waiting for Ron, who had not yet had dinner because of Quidditch practice.",[]
12946,"""You see that house upon the hillside, Potter? My father lived there. My mother, a witch who lived here in this village, fell in love with him. But he abandoned her when she told him what she was.…He didn't like magic, my father…",[]
15280,"Harry set off at a run, Hermione right behind him. The yelping seemed to be coming from near the lake. They pelted towards it, and Harry, running flat out, felt the cold without realising what it must mean – The yelping stopped abruptly. As they reached the lake’s shore they saw why – Sirius had turned back into a man. He was crouched on all fours, his hands over his head.",[]
7702,"'I'm not ashamed,' said Neville, very faintly, still looking anywhere but at Harry and the others. Ron was now standing on tiptoe to look over at the inhabitants of the two beds. 'Well, you've got a funny way of showing it!' said Mrs. Longbottom. 'My son and his wife,' she said, turning haughtily to Harry, Ron, Hermione and Ginny, 'were tortured into insanity by You-Know-Who's followers.'",[]
4181,"C hristmas was coming. One morning in mid-December, Hogwarts woke to find itself covered in several feet of snow. The lake froze solid and the Weasley twins were punished for bewitching several snowballs so that they followed Quirrell around, bouncing off the back of his turban. The few owls that managed to battle their way through the stormy sky to deliver mail had to be nursed back to health by Hagrid before they could fly off again.",[]
372,"His eyes burned suddenly and he blinked. He felt stupid for admitting it, but the fact that he had had someone outside Hogwarts who cared what happened to him, almost like a parent, had been one of the best things about discovering his godfather… and now the post owls would never bring him that comfort again…",[]
7117,"'- and Katie Bell of Gryffindor dodges Pucey, ducks Montague, nice swerve, Katie, and she throws to Johnson, Angelina Johnson takes the Quaffle, she's past Warrington, she's heading for goal, come on now, Angelina - GRYFFINDOR SCORE! It's forty-ten, forty-ten to Slytherin and Pucey has the Quaffle",[]
14273,"‘Hufflepuff’ll have to lose by at least two hundred points,’ said George. ‘But if they beat Ravenclaw …’ ‘No way, Ravenclaw are too good. But if Slytherin lose against Hufflepuff …’ ‘It all depends on the points – a margin of a hundred either way –’",[]
2713,"‘Professor -’ Harry hurried forwards and helped Professor Trelawney to her feet. Some of her glittering beads had become entangled with her glasses. She hiccoughed loudly, patted her hair and pulled herself up on Harry’s helping arm. ‘What happened, Professor?’",[]
1074,"“Ha!” said Harry, unwrapping the parcel to reveal a new copy of Advanced PotionMaking, fresh from Flourish and Blotts. “Oh good,” said Hermione, delighted. “Now you can give that graffitied copy back.” “Are you mad?” said Harry. “I’m keeping it! Look, I’ve thought it out —”",[]
4358,"“Shhhh!” Hagrid looked around quickly to see if anyone was listening. “Don’ go shoutin’ about it, what’s the matter with yeh?” “There are a few things we wanted to ask you, as a matter of fact,” said Harry, “about what’s guarding the Stone apart from Fluffy —”",[]
8695,"'I 'ppreciate this, you two, I really do,' said Hagrid as they reached the stairs. He kept looking around nervously as they descended towards the lawn below. 'I jus' hope she doesn' notice us goin'.' 'You mean Umbridge?' said Harry. 'She won't, she's got her whole Inquisitorial Squad sitting with her, didn't you see? She must be expecting trouble at the match.'",[]
8747,"'Yeah - even if yeh jus' talk ter him a bit,' said Hagrid hopefully. ""Cause I reckon, if he can talk ter people, he'll understand more that we all like 'im really, an' want 'im ter stay.' Harry looked at Hermione, who peered back at him from between the fingers over her face.",[]
13193,"“He spoke to me,” Harry said. He was suddenly shaking again. “The…the ghost Cedric, or whatever he was, spoke.” “An echo,” said Dumbledore, “which retained Cedric's appearance and character. I am guessing other such forms appeared…less recent victims of Voldemort's wand.…”",[]
11543,"“Dragons!” she said, in a disgusted tone, pulling Harry inside. The tent was divided into cubicles; he could make out Cedric's shadow through the canvas, but Cedric didn't seem to be badly injured; he was sitting up, at least. Madam Pomfrey examined Harry's shoulder, talking furiously all the while. “Last year dementors, this year dragons, what are they going to bring into this school next? You're very lucky…this is quite shallow…it'll need cleaning before I heal it up, though….”",[]
11978,"“Well…well, yes,” said Bagman impatiently, “but - come on. Harry - we all want a Hogwarts victory, don't we?” “Have you offered Cedric help?” Harry said. The smallest of frowns creased Bagman's smooth face. “No, I haven't,” he said. “I - well, like I say, I've taken a liking to you. Just thought I'd offer…”",[]
16686,"He had said the wrong thing. Myrtle puffed herself up and shrieked, “Let’s all throw books at Myrtle, because she can’t feel it! Ten points if you can get it through her stomach! Fifty points if it goes through her head! Well, ha, ha, ha! What a lovely game, I don’t think!”",[]
2203,"The elf obediently took the boxed cup, and Hepzibah turned her attention to the much flatter box in her lap.",[]
11157,"“How this situation arose, we do not know,” said Dumbledore, speaking to everyone gathered in the room. “It seems to me, however, that we have no choice but to accept it. Both Cedric and Harry have been chosen to compete in the Tournament. This, therefore, they will do.…”",[]
4967,"'Dudley and I were in the alleyway between Magnolia Crescent and Wisteria Walk,' said Harry, speaking fast, fighting to control his temper. 'Dudley thought he'd be smart with me, I pulled out my wand but didn't use it. Then two Dementors turned up —'",[]
4908,"'Wait!' Harry shouted after her. He had a million questions to ask anyone who was in contact with Dumbledore; but within seconds Mrs. Figg was swallowed by the darkness. Scowling, Harry readjusted Dudley on his shoulder and made his slow, painful way up number four's garden path.",[]
5000,"Aunt Petunia said nothing. Dudley was staring stupidly at his mother, his mouth hanging open. The silence spiralled horribly. Harry was watching his aunt, utterly bewildered, his head throbbing fit to burst. 'Petunia, dear?' said Uncle Vernon timidly. 'P-Petunia?' She raised her head. She was still trembling. She swallowed.",[]
6679,"'Yes, Harry,' said Hermione gently, 'but all the same, there's no point pretending that you're not good at Defence Against the Dark Arts, because you are. You were the only person last year who could throw off the Imperius Curse completely, you can produce a Patronus, you can do all sorts of stuff that full-grown wizards can't, Viktor always said -'",[]
14426,"He stopped on a picture of his parents’ wedding day. There was his father waving up at him, beaming, the untidy black hair Harry had inherited standing up in all directions. There was his mother, alight with happiness, arm in arm with his Dad. And there … that must be him. Their best man … Harry had never given him a thought before.",[]
14977,"‘Yes,’ said Harry firmly. ‘Are you sure?’ Professor Trelawney urged him. ‘Are you quite sure, dear? You don’t see it writhing on the ground, perhaps, and a shadowy figure raising an axe behind it?’ ‘No!’ said Harry, starting to feel slightly sick.",[]
4939,"The first one was from the Ministry of Magic, expelling me,' said Harry calmly. He was straining his ears to catch any noises outside, in case the Ministry representatives were approaching, and it was easier and quieter to answer Uncle Vernon's questions than to have him start raging and bellowing. 'The second one was from my friend Ron's dad, who works at the Ministry.'",[]
4501,"“You are the Potter boy,” he said. “You had better get back to Hagrid. The forest is not safe at this time — especially for you. Can you ride? It will be quicker this way. “My name is Firenze,” he added, as he lowered himself on to his front legs so that Harry could clamber onto his back.",[]
7257,Snow was filling up the window now. Harry became aware that the knees of his robes were soaked through: Fang was drooling with his head in Harry's lap. 'Hagrid?' said Hermione quietly after a while. 'Mmm?' 'Did you… was there any sign of… did you hear anything about your… your… mother while you were there?',[]
15121,"Harry looked down at Ron, and as their eyes met they agreed, silently: Black and Lupin were both out of their minds. Their story made no sense whatsoever. How could Scabbers be Peter Pettigrew? Azkaban must have unhinged Black after all – but why was Lupin playing along with him?",[]
5048,"'A surprising number of people volunteered to come and get you,' said Lupin, as though he had read Harry's mind; the corners of his mouth twitched slightly. 'Yeah, well, the more the better,' said Moody darkly. 'We're your guard, Potter.'",[]
2111,"“I want to catch him at it!” said Harry in frustration. “I mean, where’s he going when he disappears off the map?” “I dunno . . . Hogsmeade?” suggested Ron, yawning. “I’ve never seen him going along any of the secret passageway on the map. I thought they were being watched now anyway?”",[]
16067,"The bell rang and there was a mad rush toward the exit. In the relative calm that followed, Lockhart straightened up, caught sight of Harry, Ron, and Hermione, who were almost at the door, and said, “Well, I’ll ask you three to just nip the rest of them back into their cage.” He swept past them and shut the door quickly behind him.",[]
4595,"“Keep playing,” Ron warned Harry as they slipped out of the cloak and crept toward the trapdoor. They could feel the dog’s hot, smelly breath as they approached the giant heads. “I think we’ll be able to pull the door open,” said Ron, peering over the dog’s back. “Want to go first, Hermione?”",[]
10554,"“Here you are,” she said, sorting them into two piles. “Now, mind you pack them properly so they don't crease.” “Mum, you've given me Ginny's new dress,” said Ron, handing it out to her. “Of course I haven't,” said Mrs. Weasley. “That's for you. Dress robes.”",[]
8601,"'If we were sometimes arrogant little berks, you mean,' said Sirius. Lupin smiled. 'He kept messing up his hair,' said Harry in a pained voice. Sirius and Lupin laughed. 'I'd forgotten he used to do that,' said Sirius affectionately. 'Was he playing with the Snitch?' said Lupin eagerly.",[]
14384,"‘Do you know, I still have trouble believing it,’ said Madam Rosmerta thoughtfully. ‘Of all the people to go over to the Dark side, Sirius Black was the last I’d have thought … I mean, I remember him when he was a boy at Hogwarts. If you’d told me then what he was going to become, I’d have said you’d had too much mead.’",[]
6367,"'Yeah,' said Harry, before he could stop himself, 'that's the only bit of me Dumbledore cares about, isn't it, my scar?' 'Don't say that, it's not true!' 'I think I'll write and tell Sirius about it, see what he thinks -'",[]
9982,"Uncle Vernon snorted into his mustache. Normally, Uncle Vernon would have asked what car Mr. Weasley drove; he tended to judge other men by how big and expensive their cars were. But Harry doubted whether Uncle Vernon would have taken to Mr. Weasley even if he drove a Ferrari.",[]
13205,"Harry felt an inexpressible sense of gratitude to Dumbledore for asking the others not to question him. It wasn't as though he didn't want them there; but the thought of explaining it all over again, the idea of reliving it one more time, was more than he could stand.",[]
11047,"“I wasn't offering it to you, Poliakoff,” snapped Karkaroff, his warmly paternal air vanishing in an instant. “I notice you have dribbled food all down the front of your robes again, disgusting boy -” Karkaroff turned and led his students toward the doors, reaching them at exactly the same moment as Harry, Ron, and Hermione. Harry stopped to let him walk through first.",[]
